Bird Species
Sulphur-breasted Parakeet
Levaillant's Cisticola
Greater Antillean Grackle
Isabelline Shrike
Rodrigues Pigeon
New Ireland Boobook
Subtropical Doradito
Black-faced Waxbill
Black-bibbed Monarch
Sahel Bush Sparrow
Black-capped Petrel
Chestnut-headed Tesia
Short-tailed Parrot
Lilac-crowned Amazon
Ua Pou Monarch
Ceara Woodcreeper
Nicobar Bulbul
Stock Dove
Grey-breasted Spiderhunter
Arctic Redpoll
Black Antbird
Yellow-throated Longclaw
Black-chinned Mountain Tanager
Red-billed Malkoha
Giant Grey Shrike
Clapper Rail
Red-knobbed Coot
Tricolored Heron
White-striped Woodcreeper
Black-billed Magpie
Dusky Sunbird
Silvery-fronted Tapaculo
White-tailed Lark
Song Parrot
Brown Tinamou
Plumbeous Sierra Finch
Gang-gang Cockatoo
Variegated Antpitta
Fiery-capped Manakin
Flammulated Owl
Himalayan Snowcock
Rufous Gnateater
Fulvous Parrotbill
Slaty Robin
Crowned Lapwing
Brown-headed Barbet
Pygmy Eagle
Great Hornbill
Double-banded Plover
Red-faced Barbet
Spot-crowned Euphonia
Australian Pelican
Northern Scrub Flycatcher
Black Woodpecker
Peacock Coquette
White-winged Dove
Rufous Potoo
Brown-mandibled Aracari
Philippine Eagle
White-bellied Heron
Fork-tailed Flycatcher
Banded Barbet
Long-billed Myzomela
Common Nighthawk
Indochinese Green Magpie
Masked Lapwing
Egyptian Goose
White-eared Bulbul
Coscoroba Swan
Desert Lark
Uluguru Bushshrike
Izu Thrush
Northern Raven
Bornean Frogmouth
Plumbeous Tyrant
Canebrake Groundcreeper
Hemprich's Hornbill
Arabian Golden Sparrow
Oaxaca Hummingbird
Northern Grosbeak-Canary
Worm-eating Warbler
St. Vincent Amazon
Brown-headed Honeyeater
White-lored Warbler
Javan Fulvetta
Bank Cormorant
Visayan Bulbul
Long-toed Lapwing
White-bellied Green Pigeon
Kemp's Longbill
Spotted Flycatcher
Yellow-throated Tanager
Golden-naped Weaver
Javan Bush Warbler
Silver Gull
Bolivian Brushfinch
Jerdon's Nightjar
Chocolate-vented Tyrant
Goliath Heron
Japanese Scops Owl
Masked Saltator
Common Cactus Finch
Guam Kingfisher
Star-chested Treerunner
Socotra Warbler
Croaking Ground Dove
Somali Fiscal
Scarlet-browed Tanager
American Oystercatcher
Dusky-capped Greenlet
Western Whistler
Tristram's Bunting
Northern Barred Woodcreeper
Cockerell's Fantail
Lesser Striped Swallow
Pied Heron
Grey Whistler
Red-faced Parrot
Macleay's Honeyeater
Chuck-will's-widow
Western Bearded Greenbul
Spectacled Bulbul
Arfak Catbird
Bougainville White-eye
Andaman Scops Owl
Yellow-throated White-eye
Ethiopian Swallow
Russet Nightingale-Thrush
Karoo Thrush
Montezuma Quail
Golden Bush Robin
Plumbeous Water Redstart
Scaled Piculet
Black-capped Social Weaver
Yellow-billed Honeyeater
Rufous-rumped Lark
Green-billed Toucan
Riparian Parrotlet
Chestnut-rumped Heathwren
Plain-tailed Wren
Neotropic Cormorant
White-lined Honeyeater
Black-winged Lapwing
Dusky-tailed Antbird
Cardinal Myzomela
Rufous-crested Coquette
Varied Bunting
Townsend's Shearwater
Turquoise Flycatcher
Semipalmated Plover
Long-tailed Hawk
Orangequit
Canada Warbler
Grey-crowned Flatbill
Comoros Black Parrot
Northern White-crowned Shrike
Andean Emerald
Lyall's Wren
Alström's Warbler
Grey Longbill
Lincoln's Sparrow
Common Hawk-Cuckoo
Yellow-plumed Honeyeater
Purus Jacamar
Firewood-gatherer
St. Helena Petrel
Stripe-breasted Woodpecker
Black-capped Warbling Finch
Frances's Sparrowhawk
Yellow-ringed White-eye
Spot-breasted Lapwing
Noisy Miner
White-tipped Quetzal
Spotted Harrier
Miombo Pied Barbet
Woodlark
Maroon-breasted Philentoma
Barred Antthrush
Great Potoo
Yemen Serin
Medium Tree Finch
Connecticut Warbler
Blyth's Swift
White-bellied Storm Petrel
Red-backed Mousebird
Red-necked Grebe
Temminck's Sunbird
Erckel's Spurfowl
Black-faced Laughingthrush
Rufous-bellied Seedsnipe
La Sagra's Flycatcher
Black-and-crimson Oriole
Glossy Ibis
Raimondi's Yellow Finch
Pacific Golden Plover
Large Elaenia
Moluccan Dwarf Kingfisher
Dunlin
Raiatea Fruit Dove
Flame-crested Manakin
Black Coucal
Scrub Blackbird
Malagasy Paradise Flycatcher
Camiguin Hawk-Owl
Blue-and-black Tanager
Orange-throated Sunangel
Palawan Fairy-bluebird
Red-capped Parrot
Yellow-green Tanager
Wagler's Toucanet
Latham's Francolin
Green Tinkerbird
European Golden Plover
Red-vented Bulbul
Franklin's Gull
Congo Peafowl
Italian Sparrow
Antarctic Prion
Black-bibbed Tit
Brown Skua
Semiplumbeous Hawk
Tawny-bellied Hermit
Limpkin
Buff-streaked Chat
Puerto Rican Amazon
Great Frigatebird
Copper-rumped Hummingbird
White-throated Antpitta
White-collared Blackbird
Gorgeted Wood Quail
Ivory-billed Woodcreeper
Bay-crowned Brushfinch
Black-tailed Treecreeper
Common Nightingale
Sao Francisco Sparrow
White-browed Treecreeper
Hooded Visorbearer
Straight-billed Hermit
Rose-throated Becard
Olive Bee-eater
Admiralty Cicadabird
Micronesian Starling
Trilling Shrike-babbler
White-fronted Plover
Ashy Flycatcher
Black-faced Grosbeak
Eastern Black-eared Wheatear
Quebracho Crested Tinamou
Cuban Grassquit
Wayanad Laughingthrush
Black-headed Weaver
Rinjani Scops Owl
Orange-browed Hemispingus
Brown Eared Pheasant
Ruby-cheeked Sunbird
Rufous-backed Antvireo
Grey-headed Parrotbill
Kona Grosbeak
Sumba Green Pigeon
Black-crowned White-eye
Jungle Bush Quail
Purple Quail-Dove
Brown Woodland Warbler
Delicate Prinia
Forbes's Blackbird
Venezuelan Troupial
White-bellied Imperial Pigeon
Black-fronted Tern
Souimanga Sunbird
Red-headed Trogon
Olivaceous Thornbill
Panay Striped Babbler
Red-necked Falcon
Common Sandpiper
Golden Babbler
Acre Tody-Tyrant
Chestnut-breasted Malkoha
Northern Fiscal
Southern Yellow-billed Hornbill
Fiordland Penguin
Ashy-tailed Swift
Green-and-black Fruiteater
Growling Riflebird
California Towhee
Black-capped Piprites
Malagasy Harrier
Lühder's Bushshrike
Black Sparrowhawk
Rufous-bellied Mountain Tanager
Arabian Woodpecker
Yellow-throated Sandgrouse
Hen Harrier
Green-crowned Brilliant
Yellow-chinned Spinetail
Singing Bush Lark
Fork-tailed Storm Petrel
Rock Dove
Ferruginous Antbird
Sri Lanka Bay Owl
Clamorous Reed Warbler
Spot-throat
Antarctic Shag
Swamp Harrier
Pied Falconet
Blackish-headed Spinetail
Rusty-fronted Tody-Flycatcher
Great Kiskadee
Dotted Tanager
Brown-backed Needletail
Yellow-crowned Amazon
Red-headed Weaver
Masked Trogon
White-bellied Whipbird
White-capped Fruit Dove
Visayan Shama
Dark-faced Ground Tyrant
Black-faced Bunting
Yellow-fronted Parrot
Rufous-legged Owl
Rose-crowned Fruit Dove
Russet-crowned Quail-Dove
Handsome Flycatcher
Mackinnon's Shrike
Plain Xenops
Red-collared Myzomela
Namuli Apalis
Luzon Scops Owl
Orange-breasted Waxbill
Regent Honeyeater
Marvelous Spatuletail
Green-tailed Bristlebill
Fire-tailed Myzornis
Andean Swallow
Ornate Melidectes
Golden-browed Chlorophonia
Northern Variable Pitohui
New Guinea Woodcock
Pelagic Cormorant
Striped Honeyeater
Japanese Leaf Warbler
Hawaii Mamo
Yellow-fronted Woodpecker
Snethlage's Tody-Tyrant
Mountain Parakeet
Albertine Owlet
Slender-billed Miner
Lanai Hookbill
Kolombangara Monarch
Red-chested Cuckoo
Socotra Cisticola
Taiwan Thrush
Przevalski's Parrotbill
Fiery Topaz
Malagasy Palm Swift
Mauritius Olive White-eye
Golden-crested Myna
Cinnamon-crested Spadebill
Red-throated Thrush
Pemba Scops Owl
Zino's Petrel
Inca Wren
Venezuelan Bristle Tyrant
Nimba Flycatcher
Palawan Tit
Collared Puffbird
Emin's Shrike
Torrent-lark
Eastern Golden Weaver
White-faced Whitestart
Rufous Hornbill
Halmahera Cuckooshrike
Grey-headed Chachalaca
Red-faced Cisticola
Black-fronted Nunbird
Rufous-crowned Greenlet
Red Junglefowl
East Brazilian Pygmy Owl
Fuegian Steamer Duck
Flame-templed Babbler
Afep Pigeon
Alpine Pipit
Black-chested Buzzard-Eagle
Abyssinian Scimitarbill
Jelski's Black Tyrant
Oriole Whistler
Madagascar Spinetail
Paradise Parrot
Yellow-bearded Greenbul
Ash-breasted Antbird
Orange-crowned Fairywren
Streak-capped Antwren
Santa Cruz Ground Dove
Mountain Yellow Warbler
Cozumel Thrasher
Western Bowerbird
Creamy-bellied Gnatcatcher
Wakatobi White-eye
Red-billed Pied Tanager
Ocellated Thrasher
White-streaked Antvireo
Buff-throated Saltator
Long-billed Wren-Babbler
Freckled Duck
Green-tailed Emerald
Splendid Starling
Spectacled Barwing
Wilson's Storm Petrel
Rubeho Warbler
Heuglin's Spurfowl
Scarlet-headed Blackbird
Many-colored Fruit Dove
Rufous Treecreeper
Fire-breasted Flowerpecker
Purple-crowned Fairy
Mugimaki Flycatcher
Pearly-breasted Cuckoo
Red-collared Widowbird
Grey-capped Pygmy Woodpecker
White-eyed Thrush
Brown Rock Chat
Greater Double-collared Sunbird
Yellow-bridled Finch
Warbling Doradito
Noronha Elaenia
Violet Crow
Dunnock
Wallace's Owlet-nightjar
White-bellied Antbird
Ibadan Malimbe
White-breasted Whistler
Happy Wren
Galapagos Crake
Sichuan Treecreeper
Flavescent Bulbul
Juan Fernandez Firecrown
Tourmaline Sunangel
Rufous-margined Antwren
Pacific Robin
Heart-spotted Woodpecker
Blue-winged Minla
Bearded Reedling
Pygmy Cuckooshrike
Austral Pygmy Owl
Tawny Fish Owl
White-naped Tit
Shelley's Sunbird
Golden-tailed Sapphire
Angolan Lark
Sooty Thrush
Horned Lark
Unicolored Blackbird
Grey Nightjar
Yellow-billed Spoonbill
Black-faced Munia
Bufflehead
Geoffroy's Daggerbill
Flame-eared Honeyeater
Puna Canastero
Silvery-throated Spinetail
Western Grebe
Pink-backed Pelican
Bolivian Slaty Antshrike
Crested Drongo
Oriental Dollarbird
Brant Goose
Lewin's Honeyeater
Fiery-throated Metaltail
New Caledonian Rail
Green-tailed Jacamar
White-tipped Swift
Fan-tailed Cuckoo
Hume's Whitethroat
Minahassa Masked Owl
Enggano Cuckoo-Dove
Wailing Cisticola
Tropical Boubou
Crimson Sunbird
Rufous-backed Stipplethroat
Rufous-capped Spinetail
Ashy Drongo
Apricot-breasted Sunbird
Przevalski's Finch
Melodious Babbler
Yellow-wattled Bulbul
Sri Lanka Whistling Thrush
Rufous-naped Ground Tyrant
Golden-winged Sunbird
Southern Black Korhaan
Blue Finch
Little Tinamou
Colombian Mountain Grackle
Baird's Flycatcher
Olive-green Tanager
Varied Tit
Black-headed Canary
Golden-cheeked Warbler
Rufous-winged Philentoma
Little Woodswallow
Small Tree Finch
Barred Hawk
Three-striped Flycatcher
Berylline Hummingbird
Foothill Schiffornis
Papuan Boobook
Violet-backed Hyliota
Zanzibar Red Bishop
Greater Antillean Bullfinch
Buff-faced Pygmy Parrot
Western Parotia
Blackish Cuckooshrike
Dwarf Bittern
Swinhoe's Pheasant
Golden-olive Woodpecker
Purple-throated Cuckooshrike
Rail-babbler
Sao Tome Grosbeak
Australian Tern
Purplish-backed Quail-Dove
Grey-fronted Green Pigeon
Streaked Flycatcher
Golden-crowned Manakin
New Caledonian Crow
Andean Ibis
Carunculated Caracara
Makira Woodhen
Cinnamon Weaver
Bridled Sparrow
Island Whistler
White-tailed Stonechat
Red-legged Cormorant
Crested Pigeon
Band-tailed Seedeater
Slate-throated Gnatcatcher
White-browed Tapaculo
Blue Mockingbird
Mussau Triller
Chestnut-capped Piha
Lemon-bellied White-eye
Sclater's Antwren
Great Blue Turaco
Fülleborn's Longclaw
African Goshawk
Golden-crowned Kinglet
Tristan Thrush
Cape Bulbul
Riverside Tyrant
Timor Leaf Warbler
Eurasian Sparrowhawk
Highland Tinamou
Fire-tufted Barbet
Sooty Ant Tanager
Rufous-eared Brushfinch
White-fronted Swift
Slate-colored Solitaire
Tuamotu Sandpiper
Guadalcanal Thrush
Arabian Wheatear
Sulawesi Drongo
Violet-throated Starfrontlet
Maroon-naped Sunbird
Aquatic Warbler
Yellow-capped Weaver
Scaled Ground Cuckoo
Yellow-browed Bunting
Chopi Blackbird
Malagasy Turtle Dove
Rennell Shrikebill
White-winged Nightjar
Grey-backed Camaroptera
Levaillant's Woodpecker
Yellow-billed Jacamar
Retz's Helmetshrike
Thicket Antpitta
Small-headed Elaenia
Grey Plover
Spot-winged Wood Quail
Long-billed Murrelet
Jungle Nightjar
Namaqua Warbler
White-bellied Honeyeater
Pallas's Rosefinch
Hauxwell's Thrush
Little Ground Tyrant
Chestnut-throated Flycatcher
Bluish-fronted Jacamar
Hispaniolan Amazon
Coppery-tailed Coucal
Buff-sided Robin
Peruvian Recurvebill
Sulawesi Nightjar
Yellow-winged Blackbird
Star-throated Antwren
Common Redpoll
Black-throated Huet-huet
Large-billed Tern
Damar Flycatcher
Santa Marta Blossomcrown
Lazuli Kingfisher
Bartlett's Tinamou
White-throated Towhee
Brown-headed Paradise Kingfisher
Cinnamon Tanager
Angolan Batis
White-lored Oriole
Rufous-winged Woodpecker
Van Hasselt's Sunbird
Sickle-winged Guan
Makira Flycatcher
Greylag Goose
Buff-necked Woodpecker
Abd al-Kuri Sparrow
African Cuckoo-Hawk
Yellow-crested Cockatoo
Santa Marta Bush Tyrant
Peruvian Antpitta
Northern Bald Ibis
Eurasian Skylark
Aberrant Bush Warbler
Buff-crested Bustard
Rudd's Apalis
Scarlet-breasted Flowerpecker
Greater Melampitta
Chestnut-throated Apalis
Vietnamese Cutia
Sandy Gallito
Collared Owlet
Yellow-crowned Elaenia
White-billed Buffalo Weaver
Black-legged Dacnis
Ussher's Flycatcher
Cocos Finch
Chestnut-headed Tanager
Slender-billed Kite
Sharp-tailed Sandpiper
Somali Wheatear
Bourke's Parrot
Yungas Pygmy Owl
Masked Antpitta
Southern White-crowned Shrike
Yungas Screech Owl
Golden-collared Woodpecker
Western Yellow Robin
Black-shouldered Cicadabird
Western Crowned Pigeon
Black-headed Grosbeak
Seychelles Black Parrot
Snow Mountain Robin
Stripe-throated Yuhina
Black-necklaced Honeyeater
Jonquil Parrot
Elegant Woodcreeper
Blue-capped Puffleg
Brown Fish Owl
Mountain Caracara
White-throated Crake
Eastern Woodhaunter
Kittlitz's Murrelet
Levant Sparrowhawk
Great Shortwing
Red Fox Sparrow
Yellow-billed Shrike
Pale-legged Leaf Warbler
American Grey Flycatcher
Violet Turaco
Iringa Akalat
Kai Cicadabird
Lesser Goldfinch
Yellow Wattlebird
Oriente Warbler
Pacific Gull
Brown-backed Woodpecker
D'Arnaud's Barbet
Cordilleran Flycatcher
African Dusky Flycatcher
Rough-legged Buzzard
Scallop-breasted Antpitta
Taveuni Silktail
Lesser Spotted Eagle
Wedge-tailed Sabrewing
Buff-bellied Hermit
Burmese Yuhina
Wine-throated Hummingbird
Wedge-tailed Eagle
Rufous Motmot
Archbold's Newtonia
Cape Long-billed Lark
Green-backed Firecrown
Papuan Frogmouth
Eyebrowed Jungle Flycatcher
Spotted Woodcreeper
Grey Trembler
Orange-bellied Manakin
Pampa Finch
Purple-gaped Honeyeater
Chatham Snipe
Germain's Swiftlet
Yellow-bibbed Fruit Dove
White-throated Robin
Vincent's Bunting
Cape Petrel
Long-tailed Rosefinch
Dwarf Koel
Wattled Crane
Yellow-eyed Penguin
Purple-naped Sunbird
Campbell Shag
Wilkins's Finch
White-backed Woodpecker
White-speckled Laughingthrush
White-crowned Sparrow
Asian Short-toed Lark
Jamaican Vireo
Black-cheeked Ant Tanager
North Island Saddleback
Rufous-vented Laughingthrush
Bicolored Antbird
Sao Tome White-eye
Fuscous Honeyeater
Sharpe's Starling
Giant Antpitta
Masked Mountain Tanager
Hildebrandt's Starling
Lesson's Seedeater
Purplish Jay
Sri Lanka Wood Pigeon
Kalinowski's Chat-Tyrant
Bahama Warbler
Hawaiian Hawk
Great Grey Shrike
Tanimbar Monarch
White-shouldered Starling
Swierstra's Spurfowl
Yellow-winged Tanager
Bridled Tern
Elegant Pitta
Jerdon's Bush Lark
Red-breasted Blackbird
Blue-eared Barbet
Redhead
Ryukyu Flycatcher
White-chinned Petrel
Red-headed Quelea
Yellow-throated Antwren
Blue-headed Racket-tail
Inambari Gnatcatcher
Lesser Spotted Woodpecker
Abbott's Starling
Spangled Drongo
Pied Bush Chat
Jack Snipe
Omani Owl
Sumba Myzomela
Martens's Warbler
Galapagos Mockingbird
Rand's Warbler
Senegal Lapwing
Black-throated Toucanet
Salim Ali's Swift
Black-breasted Hillstar
Surfbird
Maghreb Lark
Brown-winged Whistling Thrush
Yellow-rumped Cacique
Eastern Yellow Wagtail
Swainson's Sparrow
Palawan Crow
Brown-cheeked Fulvetta
Plumed Whistling Duck
Spotted Scrubwren
Chestnut-headed Crake
Common Chiffchaff
Patagonian Tyrant
Dusky-capped Woodcreeper
Yellow-breasted Tailorbird
Grey-sided Scimitar Babbler
Altai Accentor
Four-banded Sandgrouse
Malabar Trogon
Purple Finch
Yellow-throated Greenbul
Plumbeous Forest Falcon
Javan Bulbul
Uniform Finch
Black Scoter
Dusky Antbird
Rio Madeira Stipplethroat
White-bearded Flycatcher
Grey-crowned Crocias
Chestnut-necklaced Partridge
Grey-hooded White-eye
Pale Spiderhunter
Canary Islands Oystercatcher
Yellow-chevroned Parakeet
Pygmy Swiftlet
Long-tailed Finch
Laurel Pigeon
Rio Negro Gnatcatcher
Rodrigues Owl
Dusky Grasswren
Chestnut-backed Chickadee
African Grass Owl
Eastern Crowned Warbler
Maroon Woodpecker
Black-headed Brushfinch
White-cheeked Turaco
Gould's Emerald
Numfor Leaf Warbler
Stout Cisticola
Yellow-eyed Black Flycatcher
Black-backed Oriole
Wreathed Hornbill
Fynbos Buttonquail
Swainson's Flycatcher
Northern Black Korhaan
Boyer's Cuckooshrike
Tepui Spinetail
Jungle Babbler
Costa Rican Swift
Australasian Gannet
Blue Grosbeak
Falkenstein's Greenbul
Tuxtla Quail-Dove
Giant Snipe
Yellow-browed Woodpecker
Bristled Grassbird
Hooded Whistler
Yellow-billed Babbler
Rock Bush Quail
Visayan Pygmy Babbler
San Cristobal Mockingbird
Caribbean Dove
Western Oriole
Southern Marquesan Reed Warbler
Yellow-crowned Canary
Sepia-capped Flycatcher
Plumbeous Antbird
Jabiru
Common Flameback
Melanesian Thicketbird
Plum-crowned Parrot
Jameson's Antpecker
Moheli Bulbul
Red-winged Fairywren
Hammond's Flycatcher
Bernier's Teal
Hoffmann's Woodpecker
Bearded Wood Partridge
Streaked Bulbul
Indian Nuthatch
Eastern Grass Owl
Dark-winged Canastero
Orange-eyed Flatbill
American Herring Gull
Crested Spinetail
Blue-and-white Mockingbird
Austral Rail
Dwarf Longbill
Japanese Bush Warbler
Yellow-billed Turaco
Black-throated Spinetail
White-throated Robin-Chat
New Zealand Pipit
Orange-crowned Oriole
Maui Akepa
Ashy-headed Tyrannulet
Tschudi's Nightjar
Stella's Lorikeet
Southern Rough-winged Swallow
Crested Coua
Okinawa Rail
Yellow-crowned Barbet
Taiwan Scimitar Babbler
Ward's Trogon
Sumatran Leafbird
Bicolored Hawk
Ruby-throated Hummingbird
Red-eared Fruit Dove
Basalt Wheatear
White-faced Quail-Dove
Bronze-green Euphonia
Gould's Frogmouth
Chiloe Wigeon
Violet-tailed Sylph
Chinese Barbet
Rotuma Myzomela
White-throated Honeyeater
Vulturine Parrot
Red-tailed Leaflove
Arrow-marked Babbler
Pohnpei Starling
Crowned Slaty Flycatcher
Carpentarian Grasswren
Titicaca Grebe
Andean Flamingo
Philippine Jungle Flycatcher
Ocellated Tapaculo
Chestnut Teal
White-throated Caracara
Green-capped Eremomela
White-crowned Pigeon
Willis's Antbird
Snow Mountain Quail
Blue Lorikeet
Buff-faced Scrubwren
Buff-bellied Monarch
Vinous-breasted Starling
Golden-breasted Bunting
Long-tailed Wood Partridge
Common Woodshrike
Pygmy Batis
Red-naped Trogon
Todd's Nightjar
Somali Lark
Hodgson's Treecreeper
Fischer's Sparrow-Lark
Usambara Eagle-Owl
Black-crowned Tanager
Grey Teal
Finsch's Euphonia
Striated Heron
